vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
端送(端送),端送,小辈替长辈办丧事(小輩替長輩辦喪事),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
额角头高(額角頭高),額角頭高,运气好(運氣好),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
儿子(兒子),伲子,儿子(兒子),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
番麦(番麥),番麥,玉米(玉米),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
饭瓜(飯瓜),飯瓜,[植物]南瓜([植物]南瓜),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
痱子(痱子),培子,痱子(痱子),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
伏日旺(伏日旺),孵熱旺,晒太阳(曬太陽),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
浮脱里希(浮脫里希),浮特裏稀,做事情不慎重(做事情不慎重),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
戆(戇),戇,傻瓜(傻瓜),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
搞七念三(搞七念三),搞七念三,瞎胡闹(瞎胡鬧),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
棺材、赤老、短寿(棺材、赤老、短壽),棺材、赤老、短壽,骂男人的口头语(罵男人的口頭語),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
好户头(好戶頭),好腐頭,为人老实(爲人老實),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
横势横(橫勢橫),橫豎橫,不顾一切(不顧一切),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
囫囵(囫圇),囫圇,事物完整(事物完整),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
花路势(花路勢),花路勢,花样、办法(花樣、辦法),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
花头经(花頭經),花頭經,花招(花招),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
矆睒(矆睒),忽險,闪电(閃電),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
几许(幾許),幾毫,多少(多少),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
家生(家生),家生,农具(農具),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
尖钻(尖鑽),尖鑽,为人门槛精(爲人門檻精),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
交关多、邪气多(交關多、邪氣多),交關多、謝起多,许多(許多),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
脚馒头(腳饅頭),腳饅頭,膝盖(膝蓋),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
结棍(結棍),結棍,厉害(厲害),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
邋遢(邋遢),邋遢,不修边幅(不修邊幅),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
老虫(老蟲),老蟲,老鼠(老鼠),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
老爹、阿爹、大爹、公公(老爹、阿爹、大爹、公公),老爹、阿爹、大爹、公公,祖父(祖父),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
六局(六局),陸局,为人恶劣(爲人惡劣),/呒啥啥/,loq jioq,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
蛮扎劲(蠻扎勁),蠻紮經,很起劲(很起勁),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
猫(貓),曼,猫(貓),/呒啥啥/,man¹(mã⁵³),嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
眯细眼(眯細眼),眯細眼,近视眼(近視眼),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
姆妈、阿妈(姆媽、阿媽),姆媽、阿媽,母亲(母親),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
木熏熏(木熏熏),木雄雄,迟钝、不灵活(遲鈍、不靈活),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
哪恁(哪恁),那能,怎么样(怎麼樣),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
那蟆温(那蟆溫),那摩溫,蝌蚪(蝌蚪),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
囡儿(囡兒),囡五,女儿(女兒),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
弄送(弄送),弄送,作弄、添麻烦(作弄、添麻煩),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
㑚(㑚),那,你们(你們),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
泡汤(泡湯),泡湯,完蛋、落空(完蛋、落空),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
皮头箱(皮頭箱),皮頭箱,被橱(被櫥),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
倩(倩),倩,漂亮、美丽(漂亮、美麗),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
翘辫子(翹辮子),翹辮子,人死了(人死了),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
亲妈、阿奶、老姆妈(親媽、阿奶、老姆媽),親媽、阿奶、老姆媽,祖母(祖母),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
蛐蟮(蛐蟮),曲鱔,蚯蚓(蚯蚓),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
痧子(痧子),痧子,麻疹(麻疹),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
山芋、番芋(山芋、番芋),山芋、番芋,红署(紅署),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
上昼(上晝),上晝,上午(上午),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
生病(生病),生病,有病(有病),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
实五(實五),實五,我(我),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
寿头八气(壽頭八氣),壽頭八欠,言行举止引人发笑(言行舉止引人發笑),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
衰瘏(衰瘏),沙肚,吃力、费力(吃力、費力),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
衰瘏(衰瘏),灑度,疲劳(疲勞),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
爽气(爽氣),爽氣,直率(直率),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
死血(死血),死血,冻疮(凍瘡),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
死样怪气(死樣怪氣),死樣怪氣,不起劲(不起勁),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
算扎(算紮),算紮,打算、谋略(打算、謀略),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
胎本(胎本),胎本,体型(體型),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
汤(湯),湯,茶、白开水(茶、白開水),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
田鸡(田雞),田雞,青蛙(青蛙),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
��五𧺢六(𧺢五𧺢六),投五投六,莽撞(莽撞),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
推扳(推扳),推般,不好(不好),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
推扳(推扳),推板,为人不讲信用(爲人不講信用),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
外快(外快),外快,额外收入(額外收入),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
旺日头(旺日頭),旺日頭,晴天(晴天),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
勿敢当(勿敢當),不敢當,担当不起(擔當不起),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
勿来三(勿來三),勿來三,无能、没有水准(無能、沒有水準),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
物事(物事),麼事,东西(物品) (東西(物品)),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
西红柿(番茄),番茄,番茄(番茄),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
下昼(下晝),下晝,下午(下午),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
小八腊子(小八臘子),小八辣子,没有地位的人(沒有地位的人),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
小囡(小囡),小囡,孩子(孩子),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
杨树头(楊樹頭),楊樹頭,见风使舵的人(見風使舵的人),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
药匙团(藥匙團),藥樹團,蝉(蟬),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
野野胡(野野胡),牙牙烏,马马乎乎(馬馬乎乎),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
夜快洞(夜快洞),夜快動,傍晚(傍晚),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
一级(一級),一級,最好(最好),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
一上浪(一上浪),一上浪,一下子(一下子),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
一塌刮子(一塌刮子),一塌刮子,全部、所有(全部、所有),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
一天世界(一天世界),一天世界,乱七八糟(亂七八糟),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
一桌堆(一桌堆),一桌堆,聚在一起(聚在一起),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
伊、实伊(伊、實伊),伊、實伊,他(他),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
伊些(伊些),乙些,那些(那些),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
依噶头(依噶頭),依噶頭,独自、一个人(獨自、一個人),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
有心想(有心想),有性相,耐性好(耐性好),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
种气(種氣),種氣,遗传(遺傳),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
猪头三、拎勿清(豬頭三、拎勿清),豬頭三、拎勿清,不识好歹的人(不識好歹的人),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
逐眼来(逐眼來),逐眼來,逐步(逐步),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
自来火(自來火),自來火,火柴(火柴),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
罪过煞了(罪過煞了),罪過煞了,向人家表示歉意(向人家表示歉意),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
作孽八拉(作孽八拉),作孽八拉,非常可怜(非常可憐),/呒啥啥/,/呒啥啥/,嘉定片,宝山·葑塘,蛮洞生产队纪念册,TRUE,baoshan,baoshan_fengtang
实伲(實伲),實伲,/呒啥啥/,/呒啥啥/,zəʔ²² ȵi²⁴,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实伲(實伲),實伲,/呒啥啥/,/呒啥啥/,/呒啥啥/,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实侬(實儂),實儂,/呒啥啥/,/呒啥啥/,zəʔ²² noŋ²⁴,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实侬(實儂),實儂,/呒啥啥/,/呒啥啥/,/呒啥啥/,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实五(實五),實五,/呒啥啥/,/呒啥啥/,zəʔ²² ŋ²⁴,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实五(實五),實五,/呒啥啥/,/呒啥啥/,/呒啥啥/,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实伊(實伊),實伊,/呒啥啥/,/呒啥啥/,zəʔ²² ɦi²⁴,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
实伊(實伊),實伊,/呒啥啥/,/呒啥啥/,/呒啥啥/,嘉定片,宝山·顾村-刘行,顾村镇、刘行镇【散记】,TRUE,baoshan,baoshan_gucun
ji勺(ji勺),ji勺,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾镇【散记】,TRUE,baoshan,baoshan_jiangwan
拗客(拗客),拗客,挖空心思害人(挖空心思害人),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
掰蟹脚(掰蟹腳),掰蟹腳,分享好处。(分享好處。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
白马肉(白馬肉),白馬肉,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾镇【散记】,TRUE,baoshan,baoshan_jiangwan
白马肉(白馬肉),白馬肉,豆腐(豆腐),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
孛楞头(孛楞頭),孛棱頭,硬块，疮疖(硬塊，瘡癤),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
冰胶(冰膠),冰窖,冰冻(冰凍),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
柴蝉(柴蟬),柴蟬,蚱蝉。(蚱蟬。),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
铲忙(鏟忙),采忙，吵白相,开玩笑(開玩笑),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
吵孛相(吵孛相),采忙，吵白相,开玩笑(開玩笑),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
吃吃侬(吃吃儂),吃吃儂,欺欺你(欺欺你),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
吃扛醵(吃扛醵),吃扛忌,会餐(會餐),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
吃亏(吃虧),吃區,吃亏(吃虧),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
吃轮番(吃輪番),吃臨番,旧时老人轮流到小辈家吃“供饭”(注：读吃临番) (舊時老人輪流到小輩家吃“供飯”(註：讀吃臨番)),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
出道(出道),出道,能干事了(能幹事了),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
促里促掐(促里促掐),促裏促克,非常难办(非常難辦),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
簇瓜拉新(簇瓜拉新),簇瓜拉新,对物品新的赞词(對物品新的讚詞),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
打矆老睒(打矆老睒),打霍老顯,打呵欠(打呵欠),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
弹眼绿睛(彈眼綠睛),彈眼綠睛,凶相(凶相),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
等一歇(等一歇),等一歇,等一会儿(等一會兒),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
嗲、瞎嗲(嗲、瞎嗲),嗲、瞎嗲,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
调花枪(調花槍),調花槍,撒谎(撒謊),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
跌骨碌(跌骨碌),跌骨碌,摔倒(摔倒),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
独幅(獨幅),獨福,怪癖，不合群(怪癖，不合群),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
垩糟(堊糟),堊糟,龌龊(齷齪),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
二相搭轿(二相搭轎),二相搭轎,耽心不落实(耽心不落實),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
饭䊓(飯䊓),飯䊓,锅巴(鍋巴),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
风吹肉痛(風吹肉痛),風吹肉痛,娇嫩(嬌嫩),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
伏(伏),伏,蹲下(蹲下),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
伏蛆(伏蛆),伏蛆,蚜虫(蚜蟲),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
葛末(葛末),葛末,那么(那麽),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
狗屄倒灶(狗屄倒灶),狗屄倒灶,欠大方、小气(欠大方、小氣),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
故咾(故咾),格老,可以(可以),/呒啥啥/,/呒啥啥/,本沪小片,宝山·江湾,江湾乡志,TRUE,baoshan,baoshan_jiangwan
